ec5_uuid,created_at,uploaded_at,title,lat_1_GPS,long_1_GPS,accuracy_1_GPS,UTM_Northing_1_GPS,UTM_Easting_1_GPS,UTM_Zone_1_GPS,2_Panel_trap_number,3_Males_Trapped,4_Females_trapped,5_Note
a4c9c47c-20c2-48c9-a03c-721035a564cb,2019-08-23T05:13:02.604Z,2019-08-27T23:41:54.000Z,a4c9c47c-20c2-48c9-a03c-721035a564cb,,,,,,,028,2,2,lure
d7f16bc6-e601-467b-84ae-bced2687ef41,2019-08-23T05:12:08.550Z,2019-08-27T23:41:52.000Z,d7f16bc6-e601-467b-84ae-bced2687ef41,,,,,,,027,1,1,
4fc95143-7a8d-4006-ad9c-b6cd789b8441,2019-08-23T05:11:27.129Z,2019-08-27T23:41:51.000Z,4fc95143-7a8d-4006-ad9c-b6cd789b8441,,,,,,,026,0,0,
aba70036-7413-4b7f-aae5-ee3b23c9c660,2019-08-23T05:10:38.545Z,2019-08-27T23:41:49.000Z,aba70036-7413-4b7f-aae5-ee3b23c9c660,,,,,,,025,2,1,
b73e16a6-3c06-4c47-be02-4f92f8495d2d,2019-08-23T05:09:38.561Z,2019-08-27T23:41:48.000Z,b73e16a6-3c06-4c47-be02-4f92f8495d2d,,,,,,,024,0,0,
6f7977d3-f903-476f-8279-e623c1050c0b,2019-08-23T05:08:55.337Z,2019-08-27T23:41:46.000Z,6f7977d3-f903-476f-8279-e623c1050c0b,,,,,,,023,0,2,
d09a7389-fa04-4e6a-81c4-b0a442583111,2019-08-23T05:08:16.131Z,2019-08-27T23:41:44.000Z,d09a7389-fa04-4e6a-81c4-b0a442583111,,,,,,,022,1,0,
79996f44-336f-4eca-a1a4-8b069138f435,2019-08-23T05:07:35.787Z,2019-08-27T23:41:43.000Z,79996f44-336f-4eca-a1a4-8b069138f435,,,,,,,021,1,1,
459b8c72-9299-4f1e-a21e-322235b2579b,2019-08-23T05:06:16.949Z,2019-08-27T23:41:41.000Z,459b8c72-9299-4f1e-a21e-322235b2579b,,,,,,,020,1,1,lure
4166b32d-eba6-4eee-a5c9-d04d0e14d6b5,2019-08-23T05:05:11.736Z,2019-08-27T23:41:40.000Z,4166b32d-eba6-4eee-a5c9-d04d0e14d6b5,,,,,,,019,0,0,lure
72ab2042-6fa7-47b4-9c81-528acd62b10e,2019-08-23T04:57:17.992Z,2019-08-27T23:41:38.000Z,72ab2042-6fa7-47b4-9c81-528acd62b10e,,,,,,,018,0,0,
04391ac0-a384-4214-aeee-278991e40755,2019-08-23T04:55:59.846Z,2019-08-27T23:41:36.000Z,04391ac0-a384-4214-aeee-278991e40755,,,,,,,017,0,1,
e7deb6ff-1026-44f4-af03-b8e62b05cb98,2019-08-23T04:54:28.546Z,2019-08-27T23:41:11.000Z,e7deb6ff-1026-44f4-af03-b8e62b05cb98,,,,,,,016,0,1,
5a5f76d0-c6e2-4b1c-a151-9784bcf693e0,2019-08-23T04:52:57.544Z,2019-08-27T23:40:38.000Z,5a5f76d0-c6e2-4b1c-a151-9784bcf693e0,,,,,,,015,2,0,
1c4dfac5-4d0f-4588-b5b9-6055a834cb54,2019-08-23T04:51:39.439Z,2019-08-27T23:40:04.000Z,1c4dfac5-4d0f-4588-b5b9-6055a834cb54,,,,,,,014,1,0,
a4642291-091f-46fc-9fe9-a0418dad7835,2019-08-23T04:50:20.153Z,2019-08-27T23:38:18.000Z,a4642291-091f-46fc-9fe9-a0418dad7835,,,,,,,013,0,0,
9c1bca79-7699-47ad-a2e7-075f09589ce4,2019-08-23T04:49:32.271Z,2019-08-27T23:38:11.000Z,9c1bca79-7699-47ad-a2e7-075f09589ce4,,,,,,,012,1,2,
80722368-4049-43af-bb09-23aa2cf9c1a1,2019-08-23T04:48:31.659Z,2019-08-27T23:38:10.000Z,80722368-4049-43af-bb09-23aa2cf9c1a1,,,,,,,011,1,0,
962a2aaf-3e46-4aa1-b824-d5bd15aa219a,2019-08-23T04:47:33.773Z,2019-08-27T23:38:08.000Z,962a2aaf-3e46-4aa1-b824-d5bd15aa219a,,,,,,,010,0,1,
d703d0e5-4628-4e67-88b2-89667633a80f,2019-08-23T04:45:37.048Z,2019-08-27T23:38:06.000Z,d703d0e5-4628-4e67-88b2-89667633a80f,,,,,,,009,0,4,
2cbb0c4c-c678-47e2-98a9-982cf3e66319,2019-08-23T04:37:10.194Z,2019-08-27T23:38:05.000Z,2cbb0c4c-c678-47e2-98a9-982cf3e66319,,,,,,,008,2,1,
fbdf8b58-5433-45e7-9c8f-da4f9e309cc9,2019-08-23T04:36:07.660Z,2019-08-27T23:38:03.000Z,fbdf8b58-5433-45e7-9c8f-da4f9e309cc9,,,,,,,007,1,0,
8c483a3b-6518-409c-990e-deafdb7fd047,2019-08-23T04:34:59.002Z,2019-08-27T23:38:01.000Z,8c483a3b-6518-409c-990e-deafdb7fd047,,,,,,,006,1,2,
4b02cd09-31ef-423c-a7a1-3a794de0f4ae,2019-08-23T04:33:46.690Z,2019-08-27T23:38:00.000Z,4b02cd09-31ef-423c-a7a1-3a794de0f4ae,,,,,,,005,0,0,
754dd7d2-0971-48ef-8f2a-a02e05e4a23d,2019-08-23T04:32:43.298Z,2019-08-27T23:37:58.000Z,754dd7d2-0971-48ef-8f2a-a02e05e4a23d,,,,,,,004,3,0,
f10d9982-35e1-465f-8a4d-4e7f1936bf4d,2019-08-23T04:31:50.319Z,2019-08-27T23:37:56.000Z,f10d9982-35e1-465f-8a4d-4e7f1936bf4d,,,,,,,003,1,1,
d84064dc-afff-460c-9e07-9351d87a280b,2019-08-23T04:30:00.212Z,2019-08-27T23:37:55.000Z,d84064dc-afff-460c-9e07-9351d87a280b,,,,,,,002,2,0,
5b8df212-e6e9-415d-86a6-5afd066c8f3b,2019-08-23T04:28:51.278Z,2019-08-27T23:37:53.000Z,5b8df212-e6e9-415d-86a6-5afd066c8f3b,,,,,,,001,0,0,
8a2b2507-9ec9-4f33-b919-02a0330863ac,2019-08-23T04:24:55.244Z,2019-08-27T23:37:51.000Z,8a2b2507-9ec9-4f33-b919-02a0330863ac,,,,,,,031,3,3,
dbce18ba-f797-41a3-b85a-f530b3d610db,2019-08-23T04:23:43.504Z,2019-08-27T23:37:50.000Z,dbce18ba-f797-41a3-b85a-f530b3d610db,,,,,,,032,2,0,
39722a50-1c2e-43fe-a8c8-305534162856,2019-08-23T04:22:54.065Z,2019-08-27T23:37:48.000Z,39722a50-1c2e-43fe-a8c8-305534162856,,,,,,,033,2,1,
2da3e7ca-21b7-44b8-812a-46b48e9e18f8,2019-08-23T04:21:15.618Z,2019-08-27T23:37:46.000Z,2da3e7ca-21b7-44b8-812a-46b48e9e18f8,,,,,,,034,2,4,
d0634d97-7501-4b2d-8d16-e3e87a3a3e6d,2019-08-23T04:20:06.864Z,2019-08-27T23:37:44.000Z,d0634d97-7501-4b2d-8d16-e3e87a3a3e6d,,,,,,,035,1,1,
24740384-260e-43c2-a58e-89f8b4181ba9,2019-08-23T04:19:07.297Z,2019-08-27T23:37:43.000Z,24740384-260e-43c2-a58e-89f8b4181ba9,,,,,,,036,1,1,
5cb14180-818c-48fe-81fb-d436af99955c,2019-08-23T04:18:19.232Z,2019-08-27T23:37:41.000Z,5cb14180-818c-48fe-81fb-d436af99955c,,,,,,,037,0,1,
904c3b1b-0835-44a2-bffb-6130580b1fda,2019-08-23T04:16:37.855Z,2019-08-27T23:37:39.000Z,904c3b1b-0835-44a2-bffb-6130580b1fda,,,,,,,038,0,1,lure
1085f056-b02e-4f76-9467-d73aa8fde7f9,2019-08-23T04:12:52.539Z,2019-08-27T23:37:37.000Z,1085f056-b02e-4f76-9467-d73aa8fde7f9,,,,,,,039,1,1,
fb10f640-81e3-4f8c-9355-ecfdf0581154,2019-08-23T04:12:03.390Z,2019-08-27T23:37:35.000Z,fb10f640-81e3-4f8c-9355-ecfdf0581154,,,,,,,040,5,4,
bdb90504-c078-48b3-9d8e-d1854eced959,2019-08-21T02:31:41.298Z,2019-08-21T02:37:08.000Z,bdb90504-c078-48b3-9d8e-d1854eced959,,,,,,,040,3,5,
d30d0a02-441a-4df2-a0bb-868153aec004,2019-08-21T02:31:14.279Z,2019-08-21T02:35:00.000Z,d30d0a02-441a-4df2-a0bb-868153aec004,,,,,,,039,2,2,
347437a2-7ed8-4442-986e-c132eecbebce,2019-08-21T02:30:45.362Z,2019-08-21T02:34:54.000Z,347437a2-7ed8-4442-986e-c132eecbebce,,,,,,,038,0,2,
099f1cd8-ab79-4ec7-a658-da0503099d20,2019-08-21T02:30:19.840Z,2019-08-21T02:34:53.000Z,099f1cd8-ab79-4ec7-a658-da0503099d20,,,,,,,037,2,1,
19798f57-2926-4359-af50-479641261465,2019-08-21T02:29:51.329Z,2019-08-21T02:34:51.000Z,19798f57-2926-4359-af50-479641261465,,,,,,,036,0,3,
28ccb601-2301-49aa-b27c-5a8429d63a04,2019-08-21T02:29:19.670Z,2019-08-21T02:34:49.000Z,28ccb601-2301-49aa-b27c-5a8429d63a04,,,,,,,035,1,2,
7da88d41-e085-4744-bdcc-5c96df7356e3,2019-08-21T02:28:51.056Z,2019-08-21T02:34:48.000Z,7da88d41-e085-4744-bdcc-5c96df7356e3,,,,,,,034,1,1,
11a12a91-a6ed-4b85-b691-0c01be1a7f34,2019-08-21T02:28:23.638Z,2019-08-21T02:34:46.000Z,11a12a91-a6ed-4b85-b691-0c01be1a7f34,,,,,,,033,0,1,
582ef491-6307-4332-859a-ffe4a4bfd02c,2019-08-21T02:27:57.490Z,2019-08-21T02:34:44.000Z,582ef491-6307-4332-859a-ffe4a4bfd02c,,,,,,,032,0,2,
0a36b2e3-8d11-4653-afb5-031dfbaba0e1,2019-08-21T02:27:29.813Z,2019-08-21T02:34:42.000Z,0a36b2e3-8d11-4653-afb5-031dfbaba0e1,,,,,,,031,1,1,
77af21f7-ebad-4fbe-aee9-1fcb3c0f1166,2019-08-21T02:27:01.583Z,2019-08-21T02:34:40.000Z,77af21f7-ebad-4fbe-aee9-1fcb3c0f1166,,,,,,,030,1,2,
7585cff8-8681-414c-92aa-0e452b3b3277,2019-08-21T02:26:33.290Z,2019-08-21T02:34:39.000Z,7585cff8-8681-414c-92aa-0e452b3b3277,,,,,,,029,1,1,
baa41b0c-d6d9-4816-8b19-be9ee99ea111,2019-08-21T02:26:05.197Z,2019-08-21T02:34:37.000Z,baa41b0c-d6d9-4816-8b19-be9ee99ea111,,,,,,,028,1,0,
822f9277-6add-44b3-be23-1737ed2cb880,2019-08-21T02:25:35.099Z,2019-08-21T02:34:36.000Z,822f9277-6add-44b3-be23-1737ed2cb880,,,,,,,027,0,0,
79b416f0-1653-4051-913f-8d1e06b90e42,2019-08-21T02:25:05.927Z,2019-08-21T02:34:33.000Z,79b416f0-1653-4051-913f-8d1e06b90e42,,,,,,,026,0,2,
c739037d-abd8-4d25-a9f5-a9f98e669d0b,2019-08-21T02:24:33.993Z,2019-08-21T02:34:32.000Z,c739037d-abd8-4d25-a9f5-a9f98e669d0b,,,,,,,025,0,4,
d2a804c0-09f0-4800-87a4-da99e7c61366,2019-08-21T02:24:04.057Z,2019-08-21T02:34:30.000Z,d2a804c0-09f0-4800-87a4-da99e7c61366,,,,,,,024,1,0,
743acf97-3430-43f7-bc21-5f8f7ef4b8df,2019-08-21T02:23:32.646Z,2019-08-21T02:34:29.000Z,743acf97-3430-43f7-bc21-5f8f7ef4b8df,,,,,,,023,1,0,
ffae51cc-a684-4320-9656-7acb86c551ac,2019-08-21T02:22:55.446Z,2019-08-21T02:34:27.000Z,ffae51cc-a684-4320-9656-7acb86c551ac,,,,,,,022,0,0,
1a41afb5-fdcc-4b26-8e4e-99b19fe42204,2019-08-21T02:22:20.511Z,2019-08-21T02:34:26.000Z,1a41afb5-fdcc-4b26-8e4e-99b19fe42204,,,,,,,021,0,3,
5fd51826-1c0b-4eb3-9306-9ca3094f0cdb,2019-08-21T02:21:32.781Z,2019-08-21T02:34:23.000Z,5fd51826-1c0b-4eb3-9306-9ca3094f0cdb,,,,,,,020,1,1,
e9ca3fcd-fda0-40b1-ba27-21c2fd03787b,2019-08-21T02:21:00.774Z,2019-08-21T02:34:11.000Z,e9ca3fcd-fda0-40b1-ba27-21c2fd03787b,,,,,,,019,1,0,
695dd18f-f4aa-44d4-91cb-0a972e3fd0b4,2019-08-21T02:20:28.675Z,2019-08-21T02:32:39.000Z,695dd18f-f4aa-44d4-91cb-0a972e3fd0b4,,,,,,,018,1,1,
4f4e40a0-6f38-471b-a2c4-ea8339af179b,2019-08-21T02:20:00.317Z,2019-08-21T02:32:33.000Z,4f4e40a0-6f38-471b-a2c4-ea8339af179b,,,,,,,017,2,1,
7ca60288-4451-4d4e-9b94-e0f30a3e1b83,2019-08-21T02:19:28.385Z,2019-08-21T02:32:32.000Z,7ca60288-4451-4d4e-9b94-e0f30a3e1b83,,,,,,,116,0,0,
58613a1e-2b14-494a-98bb-b82259bb7e38,2019-08-21T02:18:53.031Z,2019-08-21T02:32:30.000Z,58613a1e-2b14-494a-98bb-b82259bb7e38,,,,,,,115,0,0,
6e10853b-2b02-435d-9e29-c09ad351b32b,2019-08-21T02:18:22.696Z,2019-08-21T02:32:29.000Z,6e10853b-2b02-435d-9e29-c09ad351b32b,,,,,,,114,1,2,
04a13930-4f2e-4c83-8bf2-65ec1ce23278,2019-08-21T02:17:37.029Z,2019-08-21T02:32:27.000Z,04a13930-4f2e-4c83-8bf2-65ec1ce23278,,,,,,,013,0,1,
260515ee-8ad8-4ff0-a92d-797699b3fa1a,2019-08-21T02:17:01.089Z,2019-08-21T02:32:25.000Z,260515ee-8ad8-4ff0-a92d-797699b3fa1a,,,,,,,012,0,0,
a568c323-ed4d-4a25-bda8-37ea2aa03080,2019-08-21T02:16:17.584Z,2019-08-21T02:32:24.000Z,a568c323-ed4d-4a25-bda8-37ea2aa03080,,,,,,,011,0,0,
9f4a0dce-d0b1-40f2-8baf-38aaf3b2646a,2019-08-21T02:15:44.334Z,2019-08-21T02:32:22.000Z,9f4a0dce-d0b1-40f2-8baf-38aaf3b2646a,,,,,,,010,1,2,
27818dc9-b74b-4e15-b010-96bf501fb0dd,2019-08-21T02:15:15.991Z,2019-08-21T02:32:21.000Z,27818dc9-b74b-4e15-b010-96bf501fb0dd,,,,,,,009,1,1,
ef3aceea-8b7d-42fa-94a6-d3421b827a89,2019-08-21T02:14:49.078Z,2019-08-21T02:32:19.000Z,ef3aceea-8b7d-42fa-94a6-d3421b827a89,,,,,,,008,2,3,
d33265b9-f634-4913-ae6d-e0947bd21249,2019-08-21T02:14:21.643Z,2019-08-21T02:32:18.000Z,d33265b9-f634-4913-ae6d-e0947bd21249,,,,,,,007,1,2,
4605cfcf-1ea7-4a08-94cb-18c78a158f2b,2019-08-21T02:13:47.488Z,2019-08-21T02:32:16.000Z,4605cfcf-1ea7-4a08-94cb-18c78a158f2b,,,,,,,006,2,1,
48b6cfdf-8e31-4380-b042-e8567ff1e6bb,2019-08-21T02:13:15.666Z,2019-08-21T02:32:13.000Z,48b6cfdf-8e31-4380-b042-e8567ff1e6bb,,,,,,,005,0,0,
49209315-bc53-4b4b-9eb4-d3dd49567a01,2019-08-21T02:12:44.084Z,2019-08-21T02:32:12.000Z,49209315-bc53-4b4b-9eb4-d3dd49567a01,,,,,,,004,1,1,
ca18c70a-0405-47ec-814a-4bcd7c6348a3,2019-08-21T02:12:13.161Z,2019-08-21T02:32:10.000Z,ca18c70a-0405-47ec-814a-4bcd7c6348a3,13.430341,144.800947,11,1485787,261896,55P,003,3,3,
7ff7c145-1fdd-45dc-9d2e-571bdf5e350a,2019-08-21T02:11:29.625Z,2019-08-21T02:32:08.000Z,7ff7c145-1fdd-45dc-9d2e-571bdf5e350a,,,,,,,002,3,5,
aaffa953-048d-478f-bc0b-20af558ab4b7,2019-08-21T02:10:32.143Z,2019-08-21T02:32:07.000Z,aaffa953-048d-478f-bc0b-20af558ab4b7,,,,,,,001,0,2,
4d6adfdb-f603-43d4-817c-ab70cfc4e4d2,2019-08-06T23:48:35.705Z,2019-08-07T01:04:54.000Z,4d6adfdb-f603-43d4-817c-ab70cfc4e4d2,,,,,,,030,1,0,
19f64af5-268b-446c-9018-12dd9b0725be,2019-08-06T23:47:17.429Z,2019-08-07T01:04:52.000Z,19f64af5-268b-446c-9018-12dd9b0725be,,,,,,,029,1,1,
ac3bf498-f47b-4ea9-a5ad-d41d3094d85e,2019-08-06T23:46:13.952Z,2019-08-07T01:04:51.000Z,ac3bf498-f47b-4ea9-a5ad-d41d3094d85e,,,,,,,028,2,1,
9040e28c-e38f-45fb-a107-df78d86e9de2,2019-08-06T23:45:14.041Z,2019-08-07T01:04:49.000Z,9040e28c-e38f-45fb-a107-df78d86e9de2,,,,,,,027,0,0,
eff84acc-bb9b-4c84-b9ac-f0b61baff7a2,2019-08-06T23:44:48.674Z,2019-08-07T01:04:48.000Z,eff84acc-bb9b-4c84-b9ac-f0b61baff7a2,,,,,,,026,1,0,
f2527d26-b72d-442c-93a9-2c971a020d1e,2019-08-06T23:44:03.599Z,2019-08-07T01:04:46.000Z,f2527d26-b72d-442c-93a9-2c971a020d1e,,,,,,,025,2,1,
bdc80db0-ebd6-4ede-9093-9508f522d53f,2019-08-06T23:42:36.402Z,2019-08-07T01:04:44.000Z,bdc80db0-ebd6-4ede-9093-9508f522d53f,,,,,,,024,0,1,
7e2e7f4a-7a7d-4eda-8ac9-ba75aff95c91,2019-08-06T23:41:46.212Z,2019-08-07T01:04:43.000Z,7e2e7f4a-7a7d-4eda-8ac9-ba75aff95c91,,,,,,,023,0,2,
1962443c-b4b7-460d-a1da-360a27b33872,2019-08-06T23:40:48.818Z,2019-08-07T01:04:41.000Z,1962443c-b4b7-460d-a1da-360a27b33872,,,,,,,022,0,0,
e9dffe14-a7f8-40b9-93df-fb08a851450c,2019-08-06T23:40:01.701Z,2019-08-07T01:04:40.000Z,e9dffe14-a7f8-40b9-93df-fb08a851450c,,,,,,,021,0,1,
f4deadf1-dc04-4645-8a02-bbdbb1119f3c,2019-08-06T23:38:52.937Z,2019-08-07T01:04:38.000Z,f4deadf1-dc04-4645-8a02-bbdbb1119f3c,,,,,,,020,2,0,
27b72bf4-8173-4e18-a0ec-b2d22f479a56,2019-08-06T23:37:51.180Z,2019-08-07T01:04:37.000Z,27b72bf4-8173-4e18-a0ec-b2d22f479a56,,,,,,,019,1,0,
45845a7f-d154-47c3-86ab-7d5571310246,2019-08-06T23:31:10.810Z,2019-08-07T01:04:35.000Z,45845a7f-d154-47c3-86ab-7d5571310246,,,,,,,018,2,2,
cb7dd54e-4384-440a-b204-2cef19905e5b,2019-08-06T23:29:44.632Z,2019-08-07T01:04:33.000Z,cb7dd54e-4384-440a-b204-2cef19905e5b,,,,,,,017,1,0,
f31be928-6931-4572-bc7d-cd4c191129ca,2019-08-06T23:27:13.356Z,2019-08-07T01:04:32.000Z,f31be928-6931-4572-bc7d-cd4c191129ca,,,,,,,016,1,0,
a16ac7e8-e274-4927-ab11-3326636bb312,2019-08-06T23:25:43.866Z,2019-08-07T01:04:30.000Z,a16ac7e8-e274-4927-ab11-3326636bb312,13.406529,144.740758,7,1483211,255352,55P,015,0,2,
af308042-0342-4666-bdcb-b4fc2d7f4383,2019-08-06T23:24:10.581Z,2019-08-07T01:04:29.000Z,af308042-0342-4666-bdcb-b4fc2d7f4383,,,,,,,014,1,0,
6f45f19d-ee9d-44a0-a2d2-44ab6b6ba637,2019-08-06T23:23:28.136Z,2019-08-07T01:04:27.000Z,6f45f19d-ee9d-44a0-a2d2-44ab6b6ba637,,,,,,,013,1,1,
364468cf-2d0c-4980-a269-e68064e98cf6,2019-08-06T23:22:13.891Z,2019-08-07T01:04:25.000Z,364468cf-2d0c-4980-a269-e68064e98cf6,,,,,,,012,0,0,
e7efea50-c144-4fd4-a701-b3cdb8c1bc02,2019-08-06T23:21:21.120Z,2019-08-07T01:04:24.000Z,e7efea50-c144-4fd4-a701-b3cdb8c1bc02,,,,,,,011,0,0,
6c98fb7e-7884-4399-892d-7ea39dde96ed,2019-08-06T23:20:41.576Z,2019-08-07T01:04:22.000Z,6c98fb7e-7884-4399-892d-7ea39dde96ed,,,,,,,010,0,1,
cc8262ec-4b60-4e68-8b75-54ad995b7532,2019-08-06T23:18:40.832Z,2019-08-07T01:04:21.000Z,cc8262ec-4b60-4e68-8b75-54ad995b7532,,,,,,,009,0,0,
1f1cda0d-9e6d-453a-9512-25ddf17d2bf3,2019-08-06T23:11:55.500Z,2019-08-07T01:04:19.000Z,1f1cda0d-9e6d-453a-9512-25ddf17d2bf3,,,,,,,008,0,0,
cd435153-1928-4c93-809c-60052406ea69,2019-08-06T23:11:33.160Z,2019-08-07T01:04:17.000Z,cd435153-1928-4c93-809c-60052406ea69,,,,,,,007,1,1,
c4368615-7b6c-4ecc-8d98-d90576f39b1b,2019-08-06T23:11:03.422Z,2019-08-07T01:04:16.000Z,c4368615-7b6c-4ecc-8d98-d90576f39b1b,,,,,,,006,1,2,
b5acf37d-8512-4974-b5f0-505964adc50c,2019-08-06T23:10:21.382Z,2019-08-07T01:04:14.000Z,b5acf37d-8512-4974-b5f0-505964adc50c,,,,,,,005,1,1,
8397bab0-7562-40cf-9c5b-f4f575c6a5a3,2019-08-06T23:09:58.727Z,2019-08-07T01:04:13.000Z,8397bab0-7562-40cf-9c5b-f4f575c6a5a3,,,,,,,004,1,0,
c822997d-f8c0-483a-9656-34ba5bab213c,2019-08-06T23:09:37.468Z,2019-08-07T01:04:11.000Z,c822997d-f8c0-483a-9656-34ba5bab213c,13.412726,144.739459,3,1483898,255218,55P,003,1,4,
521561cc-0851-4b9f-a10b-1c159f578816,2019-08-06T23:08:02.139Z,2019-08-07T01:04:09.000Z,521561cc-0851-4b9f-a10b-1c159f578816,13.413374,144.739293,5,1483970,255200,55P,002,1,1,
a7ff44bc-d6db-4a7b-a485-cfa0217f5cab,2019-08-06T23:06:47.457Z,2019-08-07T01:04:08.000Z,a7ff44bc-d6db-4a7b-a485-cfa0217f5cab,13.413654,144.738647,8,1484002,255131,55P,01,2,0,
9df8be35-d379-4908-9ce3-f3170b0dc4ba,2019-08-06T23:02:11.000Z,2019-08-07T01:04:06.000Z,9df8be35-d379-4908-9ce3-f3170b0dc4ba,,,,,,,031,3,2,
9b976bd5-0e83-4a48-9f3b-e4ac46380510,2019-08-06T23:00:45.451Z,2019-08-07T01:04:05.000Z,9b976bd5-0e83-4a48-9f3b-e4ac46380510,,,,,,,032,2,0,
b3104a1a-2360-4c40-a6d9-408ac5ec461b,2019-08-06T22:59:55.755Z,2019-08-07T01:04:03.000Z,b3104a1a-2360-4c40-a6d9-408ac5ec461b,,,,,,,033,1,0,
28873ba5-a8bb-4468-aca6-8a15ed58ee48,2019-08-06T22:59:06.837Z,2019-08-07T01:04:02.000Z,28873ba5-a8bb-4468-aca6-8a15ed58ee48,,,,,,,034,0,0,
9e335a23-ae17-4c92-a74b-6630aa2c7186,2019-08-06T22:58:31.722Z,2019-08-07T01:04:00.000Z,9e335a23-ae17-4c92-a74b-6630aa2c7186,,,,,,,035,0,0,
fc42bbda-ddae-408b-a10b-7cf34ec1d91a,2019-08-06T22:57:31.444Z,2019-08-07T01:03:58.000Z,fc42bbda-ddae-408b-a10b-7cf34ec1d91a,13.417914,144.7439,5,1484468,255704,55P,036,0,2,
7088246a-5409-402a-806a-c7c9d6b7e801,2019-08-06T22:56:11.398Z,2019-08-07T01:03:57.000Z,7088246a-5409-402a-806a-c7c9d6b7e801,,,,,,,037,4,0,
5ac02da9-3480-4107-82a2-7e346c74168f,2019-08-06T22:55:01.346Z,2019-08-07T01:03:55.000Z,5ac02da9-3480-4107-82a2-7e346c74168f,13.417504,144.745067,6,1484422,255830,55P,038,3,0,
0d187397-8bae-42ac-af40-904e2c5e4889,2019-08-06T22:54:04.577Z,2019-08-07T01:03:54.000Z,0d187397-8bae-42ac-af40-904e2c5e4889,13.417196,144.745468,4,1484387,255873,55P,039,0,0,
c0dc0cd4-7374-490d-8f67-77130894c31f,2019-08-06T22:52:56.357Z,2019-08-07T01:03:52.000Z,c0dc0cd4-7374-490d-8f67-77130894c31f,13.417134,144.745625,39,1484380,255890,55P,040,1,0,
d87c98aa-b4d3-44b0-ad90-8231ce4e5df5,2019-07-31T00:00:09.122Z,2019-07-31T00:44:25.000Z,d87c98aa-b4d3-44b0-ad90-8231ce4e5df5,13.416916,144.745817,27,1484356,255911,55P,040,1,1,
356a20dd-4052-47cc-937c-479ac023f63c,2019-07-30T23:59:06.586Z,2019-07-31T00:44:23.000Z,356a20dd-4052-47cc-937c-479ac023f63c,13.417264,144.745381,4,1484395,255864,55P,039,2,0,
9bb161ae-2a98-4c34-8dfa-60571861f602,2019-07-30T23:58:33.520Z,2019-07-31T00:44:22.000Z,9bb161ae-2a98-4c34-8dfa-60571861f602,13.417617,144.744894,5,1484434,255811,55P,038,1,1,
d15f85df-a3fd-459e-91e3-d1049e12d6b8,2019-07-30T23:57:15.129Z,2019-07-31T00:44:20.000Z,d15f85df-a3fd-459e-91e3-d1049e12d6b8,13.417861,144.744385,9,1484462,255757,55P,037,2,3,
e09a4aa5-5bcf-4c2a-83bd-443470101747,2019-07-30T23:55:41.869Z,2019-07-31T00:44:18.000Z,e09a4aa5-5bcf-4c2a-83bd-443470101747,13.41788,144.743775,28,1484464,255690,55P,036,1,4,
ad5edb26-bce3-4606-a088-ae0294f23cd7,2019-07-30T23:54:10.907Z,2019-07-31T00:44:17.000Z,ad5edb26-bce3-4606-a088-ae0294f23cd7,13.417582,144.743299,38,1484432,255639,55P,035,1,1,
86ef6307-cec2-43ea-96fc-075da71ca313,2019-07-30T23:52:20.212Z,2019-07-31T00:44:15.000Z,86ef6307-cec2-43ea-96fc-075da71ca313,13.417163,144.742872,27,1484386,255592,55P,034,1,1,
38ee25a8-191b-4c56-a34e-90ec2d835743,2019-07-30T23:51:43.349Z,2019-07-31T00:44:13.000Z,38ee25a8-191b-4c56-a34e-90ec2d835743,13.416789,144.742494,3,1484345,255551,55P,033,0,0,
74316054-d46b-4a84-8541-bd7ab00b886f,2019-07-30T23:51:13.204Z,2019-07-31T00:42:43.000Z,74316054-d46b-4a84-8541-bd7ab00b886f,13.416217,144.742077,31,1484282,255505,55P,032,0,2,
264ce6a6-6be7-4126-92f4-0746223ba9bd,2019-07-30T23:49:35.306Z,2019-07-31T00:42:41.000Z,264ce6a6-6be7-4126-92f4-0746223ba9bd,13.415412,144.742363,5,1484193,255535,55P,031,4,1,
0416f37d-29a6-4d9c-a02f-a8a98047ec36,2019-07-30T23:42:42.072Z,2019-07-31T00:42:40.000Z,0416f37d-29a6-4d9c-a02f-a8a98047ec36,13.411019,144.737097,39,1483712,254960,55P,030,3,1,
c1609b67-2fec-49d9-9c4b-1f7b005557bb,2019-07-30T23:41:30.982Z,2019-07-31T00:42:38.000Z,c1609b67-2fec-49d9-9c4b-1f7b005557bb,13.410545,144.736694,34,1483660,254916,55P,029,0,2,
8d2d6a9a-aa16-415f-a6c2-52309e54f9a7,2019-07-30T23:40:31.134Z,2019-07-31T00:42:36.000Z,8d2d6a9a-aa16-415f-a6c2-52309e54f9a7,13.410724,144.735806,32,1483680,254820,55P,028,1,0,
66cdded8-e6c4-4d1c-8466-4320095eb1f1,2019-07-30T23:39:59.106Z,2019-07-31T00:42:35.000Z,66cdded8-e6c4-4d1c-8466-4320095eb1f1,13.410879,144.735556,26,1483698,254793,55P,027,0,0,
074d2073-22ff-4e8d-9563-a230299f7209,2019-07-30T23:39:04.768Z,2019-07-31T00:42:33.000Z,074d2073-22ff-4e8d-9563-a230299f7209,13.411302,144.735141,15,1483745,254748,55P,026,2,0,
